# LTR_retriever Module 1 Filter Results
# Column descriptions:
# Sequence_ID: 序列标识符
# Total_Length: 完整序列长度
# Internal_Length: Internal region长度
# LTR5_Length: 5' LTR长度
# LTR3_Length: 3' LTR长度
# LTR_Internal_Ratio: LTR与internal region的长度比
# Internal_Check: Internal region长度检查结果
# Ratio_Check: LTR:internal比率检查结果
# Gap_Check: Gap检查结果
# Max_Gap_Length: 最大连续Gap长度
# TRF_Check: TRF检查结果
# Tandem_Repeats: 符合过滤条件的串联重复数量
# Filter_Status: 最终过滤状态 (PASS/FILTER)
# Filter_Reason: 过滤原因
#
Sequence_ID	Total_Length	Internal_Length	LTR5_Length	LTR3_Length	LTR_Internal_Ratio	Internal_Check	Ratio_Check	Gap_Check	Max_Gap_Length	TRF_Check	Tandem_Repeats	Filter_Status	Filter_Reason
LTR_1424	5108	3950	577	582	0.147	PASS	PASS	PASS	0	FAIL	6	FILTER	Contains 6 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1425	2539	2322	109	109	0.047	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.047) < minimum (0.05)
LTR_1426	3175	2955	112	109	0.037	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.037) < minimum (0.05)
LTR_1427	4404	2821	792	792	0.281	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1428	12922	6640	3137	3146	0.473	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1429	3923	1986	964	974	0.488	PASS	PASS	PASS	0	FAIL	4	FILTER	Contains 4 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1430	7754	6627	565	563	0.085	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1431	6313	4305	996	1013	0.233	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1432	6461	4502	985	975	0.218	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1433	7403	5830	787	787	0.135	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1434	11673	5388	3145	3141	0.583	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1435	9219	6806	1194	1220	0.177	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1436	11611	9660	976	976	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1437	13962	12811	576	576	0.045	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.045) < minimum (0.05)
LTR_1438	5208	4337	436	436	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1439	6741	5875	440	427	0.074	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1440	7706	5893	906	908	0.154	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1441	11615	5382	3119	3115	0.579	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1442	7301	6460	421	421	0.065	PASS	PASS	PASS	0	FAIL	5	FILTER	Contains 5 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1443	8889	7578	657	655	0.087	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1444	5017	4750	134	134	0.028	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.028) < minimum (0.05)
LTR_1445	15893	13736	1083	1075	0.079	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1446	11410	5355	3028	3028	0.565	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1447	10906	2837	4035	4035	1.422	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1448	9387	3048	3171	3169	1.040	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1449	11323	10442	441	441	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_1450	21234	14881	3177	3177	0.213	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1451	11056	2835	4113	4109	1.450	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1452	10756	4268	3244	3245	0.760	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1453	11303	10422	441	441	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_1454	12098	5771	3164	3164	0.548	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1455	12092	5782	3154	3157	0.546	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1456	11763	5402	3181	3181	0.589	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1457	11340	10214	564	563	0.055	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1458	6455	4502	964	990	0.217	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1459	4479	2910	785	785	0.270	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1460	6466	4502	985	980	0.218	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1461	12098	5781	3159	3159	0.546	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1462	4087	2640	721	727	0.274	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1463	11320	10444	438	439	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_1464	6587	5708	440	440	0.077	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1465	10291	8341	983	968	0.117	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1466	4978	3404	788	787	0.231	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1467	12857	10722	1068	1068	0.100	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1468	10206	3860	3172	3175	0.822	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1469	6283	5464	410	410	0.075	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1470	7219	6340	440	440	0.069	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1471	12852	10717	1068	1068	0.100	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1472	12894	10755	1070	1070	0.099	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1473	13502	6727	3388	3388	0.504	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1474	11926	6699	2622	2606	0.390	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1475	12891	10684	1104	1104	0.103	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1476	5840	5007	417	417	0.083	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1477	13284	10695	1282	1308	0.121	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1478	5939	5116	412	412	0.081	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1479	6800	6596	102	103	0.016	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.016) < minimum (0.05)
LTR_1480	6452	4502	964	987	0.217	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1481	11461	10324	569	569	0.055	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1482	11944	5950	2997	2998	0.504	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1483	9940	3610	3166	3165	0.877	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1484	9465	2252	3607	3607	1.602	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1485	6416	4502	977	938	0.213	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1486	12891	10730	1082	1080	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1487	5578	3049	1268	1262	0.415	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1488	4774	4357	209	209	0.048	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.048) < minimum (0.05)
LTR_1489	12885	10477	1210	1199	0.115	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1490	6455	5472	492	492	0.090	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1491	11304	10423	441	441	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_1492	5215	4502	357	357	0.079	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1493	11978	5999	2978	3002	0.498	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1494	9462	7277	1092	1094	0.150	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1495	12804	10699	1053	1053	0.098	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1496	15113	9136	2989	2989	0.327	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1497	12841	10674	1084	1084	0.102	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1498	12871	10718	1077	1077	0.100	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1499	12015	5998	3010	3008	0.502	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1500	11275	2894	4190	4192	1.448	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1501	9004	2255	3379	3371	1.497	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1502	11317	2893	4213	4212	1.456	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1503	6432	4502	973	958	0.214	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1504	1753	1227	264	263	0.215	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1505	5185	4340	423	423	0.097	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1506	12397	9743	1327	1328	0.136	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1507	3203	2490	378	336	0.143	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1508	6438	4502	959	978	0.215	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1509	11484	5385	3049	3051	0.566	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1510	12917	10472	1225	1221	0.117	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1511	8745	1618	3564	3564	2.203	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1512	12916	10740	1088	1089	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1513	11170	10917	127	127	0.012	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.012) < minimum (0.05)
LTR_1514	5275	4353	461	462	0.106	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1515	12787	10588	1100	1100	0.104	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1516	2115	1558	279	279	0.179	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1517	11541	5388	3076	3078	0.571	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1518	5016	4749	134	134	0.028	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.028) < minimum (0.05)
LTR_1519	13675	12186	745	745	0.061	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1520	4788	4443	173	173	0.039	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.039) < minimum (0.05)
LTR_1521	12829	10669	1080	1081	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1522	4716	3969	375	373	0.094	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1523	11606	9553	1033	1021	0.108	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1524	4380	2797	792	792	0.283	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1525	1648	1397	126	126	0.090	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1526	1648	1397	126	126	0.090	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1527	10276	9178	536	563	0.060	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1528	11556	5353	3103	3101	0.579	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1529	9390	7421	980	990	0.133	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1530	3114	2319	398	398	0.172	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1531	10385	9561	412	413	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1532	12459	2038	5210	5212	2.557	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1533	11415	10540	438	438	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_1534	9712	7553	1080	1080	0.143	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1535	5660	4752	454	455	0.096	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1536	13158	10734	1213	1212	0.113	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1537	12075	5759	3158	3159	0.548	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1538	13423	6180	3623	3621	0.586	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1539	12874	10364	1255	1256	0.121	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1540	3881	2453	714	715	0.291	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1541	11986	5991	3001	2995	0.500	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1542	12495	6248	3125	3123	0.500	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1543	6312	5483	417	413	0.076	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1544	14147	6245	3958	3945	0.633	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1545	11112	10067	514	532	0.052	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1546	4432	1959	1245	1229	0.631	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1547	12919	10756	1082	1082	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1548	1963	1289	324	351	0.262	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1549	13523	12034	745	745	0.062	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1550	11285	10412	437	437	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_1551	14572	13453	558	562	0.042	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.042) < minimum (0.05)
LTR_1552	4916	4407	255	255	0.058	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1553	4715	4278	219	219	0.051	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1554	8430	7352	550	529	0.073	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1555	13992	6166	3956	3871	0.635	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1556	5273	3173	1040	1061	0.331	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1557	3946	1163	1392	1392	1.197	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1558	5117	4398	360	360	0.082	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1559	5371	3230	1071	1071	0.332	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1560	12842	10691	1076	1076	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1561	11648	5389	3130	3130	0.581	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1562	4919	3344	788	788	0.236	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1563	12876	6221	3328	3328	0.535	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1564	4754	4087	329	339	0.082	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1565	7765	6882	442	442	0.064	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1566	15413	13258	1078	1078	0.081	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1567	5381	3217	1083	1082	0.336	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1568	12957	10476	1240	1242	0.118	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1569	12884	10714	1085	1086	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1580	2682	611	1030	1042	1.696	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1581	9607	8455	574	579	0.068	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1582	12863	10710	1076	1078	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1583	6921	6096	411	415	0.068	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1584	15679	14314	681	685	0.048	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.048) < minimum (0.05)
LTR_1585	6890	6087	402	402	0.066	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1586	5069	4546	262	262	0.058	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1587	14092	13375	358	360	0.027	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.027) < minimum (0.05)
LTR_1588	15038	14761	138	140	0.009	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.009) < minimum (0.05)
LTR_1589	2040	1649	195	197	0.119	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1590	5813	5345	233	236	0.044	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.044) < minimum (0.05)
LTR_1591	3919	3647	129	144	0.037	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.037) < minimum (0.05)
LTR_1592	2591	2026	286	280	0.140	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1593	4994	4069	467	459	0.114	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1594	1301	1085	109	108	0.100	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1595	2085	1276	404	406	0.317	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1596	2587	2298	147	143	0.063	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1597	12655	10864	897	895	0.082	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1598	1525	1316	106	104	0.080	PASS	PASS	PASS	0	FAIL	2	FILTER	Contains 2 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1599	7156	6713	218	226	0.033	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.033) < minimum (0.05)
LTR_1600	3385	3116	135	135	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1601	3782	3573	108	102	0.029	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.029) < minimum (0.05)
LTR_1602	12703	12011	347	346	0.029	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.029) < minimum (0.05)
LTR_1603	6271	5799	231	242	0.041	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.041) < minimum (0.05)
LTR_1604	2604	2393	105	107	0.044	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.044) < minimum (0.05)
LTR_1605	3026	2597	214	216	0.083	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1606	8799	6654	1073	1073	0.161	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1607	2222	1229	497	497	0.404	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1608	5799	5341	229	230	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1609	14864	13198	833	834	0.063	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1610	3350	2828	262	261	0.092	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1611	2794	2513	141	141	0.056	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1612	4443	3549	445	450	0.126	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1613	14861	13980	441	441	0.032	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.032) < minimum (0.05)
LTR_1614	6095	5086	505	505	0.099	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1615	11325	11031	149	146	0.013	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.013) < minimum (0.05)
LTR_1616	7537	7281	130	127	0.018	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.018) < minimum (0.05)
LTR_1617	2125	1505	315	306	0.206	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1618	4077	3564	261	253	0.072	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1619	8669	8377	147	146	0.017	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.017) < minimum (0.05)
LTR_1620	1618	388	619	612	1.586	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1621	12500	11977	259	265	0.022	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.022) < minimum (0.05)
LTR_1622	2117	1897	109	112	0.058	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1623	1313	1104	105	105	0.095	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1624	6197	5973	113	112	0.019	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.019) < minimum (0.05)
LTR_1625	4247	3072	590	586	0.191	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1626	8904	8189	352	364	0.044	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.044) < minimum (0.05)
LTR_1627	12871	10704	1084	1084	0.101	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1628	6781	6372	203	207	0.032	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.032) < minimum (0.05)
LTR_1629	1567	1328	119	121	0.090	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1630	11015	10511	255	250	0.024	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.024) < minimum (0.05)
LTR_1631	5473	3834	826	814	0.214	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1632	5417	3218	1100	1100	0.342	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1633	3088	2507	292	290	0.116	PASS	PASS	PASS	0	FAIL	4	FILTER	Contains 4 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1634	4092	3174	457	462	0.145	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1635	12801	6464	3165	3173	0.490	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1636	5203	4324	440	440	0.102	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1637	12976	10731	1127	1119	0.105	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1638	4435	2794	828	814	0.294	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1639	1917	1264	326	328	0.259	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1640	2679	2000	336	344	0.170	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1641	8394	7384	506	505	0.068	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1642	6391	4457	967	968	0.217	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1643	9799	9196	302	302	0.033	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.033) < minimum (0.05)
LTR_1644	5944	5511	222	212	0.039	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.039) < minimum (0.05)
LTR_1645	1909	1356	279	275	0.204	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1646	7598	7001	302	296	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1647	12846	10631	1110	1106	0.104	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1648	5737	4947	395	396	0.080	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1649	4365	3681	342	343	0.093	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1650	5529	5211	160	159	0.031	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.031) < minimum (0.05)
LTR_1651	10188	6294	1948	1947	0.309	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1652	1794	1204	294	297	0.245	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1653	4404	2859	772	774	0.270	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1654	12939	10419	1258	1263	0.121	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1655	12497	10491	1002	1005	0.096	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1656	1417	1034	193	191	0.186	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1657	6435	5435	496	505	0.092	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1658	6114	5395	358	362	0.067	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1659	14564	12560	1000	1005	0.080	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1660	10834	8863	986	986	0.111	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1661	8226	7345	441	441	0.060	PASS	PASS	PASS	0	FAIL	3	FILTER	Contains 3 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1662	1938	246	845	848	3.441	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1663	7437	7106	164	168	0.023	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.023) < minimum (0.05)
LTR_1664	10823	7009	1907	1908	0.272	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1665	8054	7672	194	189	0.025	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.025) < minimum (0.05)
LTR_1666	13046	7173	2932	2942	0.409	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1667	12576	10528	1026	1023	0.097	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1668	1866	1654	105	108	0.064	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1669	12998	12762	117	120	0.009	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.009) < minimum (0.05)
LTR_1670	11286	10399	447	441	0.043	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.043) < minimum (0.05)
LTR_1671	1852	1487	182	184	0.123	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1672	1371	948	216	208	0.224	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1673	6794	5902	446	447	0.076	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
LTR_1674	11607	10197	704	707	0.069	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1675	3396	2611	395	391	0.151	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1676	6019	5791	113	116	0.020	PASS	FAIL	PASS	0	PASS	0	FILTER	LTR:internal ratio (0.020) < minimum (0.05)
LTR_1677	8809	7680	568	562	0.074	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1678	4255	2839	709	708	0.250	PASS	PASS	PASS	0	PASS	0	PASS	NA
LTR_1679	7430	6548	441	442	0.067	PASS	PASS	PASS	0	FAIL	1	FILTER	Contains 1 tandem repeats (align_len>=50bp, period<=500bp)
