# Unified output from multiple LTR annotation tools
# Format: LTR_HARVEST
# predictions are reported in the following way
# s(ret) e(ret) l(ret) s(lLTR) e(lLTR) l(lLTR) s(rLTR) e(rLTR) l(rLTR) sim(LTRs) seq-id

# Results from LTR_FINDER
32477964 32489614 11651 32477964 32478626 663 32488941 32489614 674 96.59 Chr1
32517697 32522076 4380 32517697 32518488 792 32521285 32522076 792 98.11 Chr1
32574994 32579130 4137 32574994 32575309 316 32578819 32579130 312 87.97 Chr1
32722683 32732486 9804 32722683 32722956 274 32732222 32732486 265 86.13 Chr1
32740008 32745338 5331 32740008 32740365 358 32744979 32745338 360 92.78 Chr1
32859616 32868035 8420 32859616 32859933 318 32867723 32868035 313 89.62 Chr1
33094313 33102439 8127 33094313 33094608 296 33102146 33102439 294 86.49 Chr1
33118232 33119879 1648 33118232 33118357 126 33119754 33119879 126 98.41 Chr1
33138860 33140507 1648 33138860 33138985 126 33140382 33140507 126 98.41 Chr1
33230601 33242431 11831 33230601 33230831 231 33242205 33242431 227 86.58 Chr1
33345633 33347648 2016 33345633 33345814 182 33347473 33347648 176 87.91 Chr1
33417059 33426968 9910 33417059 33417222 164 33426794 33426968 175 91.43 Chr1
33427036 33440843 13808 33427036 33428547 1512 33439335 33440843 1509 97.16 Chr1
33643850 33649474 5625 33643850 33644067 218 33649258 33649474 217 95.41 Chr1
33670052 33676913 6862 33670052 33670477 426 33676482 33676913 432 90.97 Chr1
33685892 33693860 7969 33685892 33686039 148 33693714 33693860 147 89.19 Chr1
33698891 33708670 9780 33698891 33699058 168 33708497 33708670 174 93.68 Chr1
33850344 33861900 11557 33850344 33853451 3108 33858797 33861900 3104 99.65 Chr1
33979931 33988969 9039 33979931 33980568 638 33988344 33988969 626 96.55 Chr1
34023145 34030620 7476 34023145 34023364 220 34030404 34030620 217 90.91 Chr1
34048079 34062321 14243 34048079 34049316 1238 34061089 34062321 1233 97.01 Chr1
34089879 34099979 10101 34089879 34090082 204 34099775 34099979 205 89.27 Chr1
34197888 34199279 1392 34197888 34198195 308 34198968 34199279 312 90.06 Chr1
34235577 34238691 3115 34235577 34235976 400 34238292 34238691 400 95.75 Chr1
34264468 34274853 10386 34264468 34264882 415 34274439 34274853 415 96.87 Chr1
34335608 34348075 12468 34335608 34340824 5217 34342856 34348075 5220 99.79 Chr1
34430135 34440772 10638 34430135 34430470 336 34440443 34440772 330 89.88 Chr1
34453459 34464377 10919 34453459 34453836 378 34464005 34464377 373 91.01 Chr1
34589750 34596029 6280 34589750 34590600 851 34595180 34596029 850 98.71 Chr1
34597856 34607888 10033 34597856 34597975 120 34607770 34607888 119 89.17 Chr1
34722130 34735246 13117 34722130 34722340 211 34735030 34735246 217 86.18 Chr1
34749700 34761115 11416 34749700 34750141 442 34760677 34761115 439 98.64 Chr1
34821538 34831268 9731 34821538 34822634 1097 34830175 34831268 1094 98.91 Chr1
34970462 34976124 5663 34970462 34970918 457 34975658 34976124 467 95.93 Chr1
35013565 35023261 9697 35013565 35015552 1988 35021270 35023261 1992 99.55 Chr1
35035891 35049049 13159 35035891 35037104 1214 35047837 35049049 1213 98.93 Chr1
35111310 35113785 2476 35111310 35111448 139 35113647 35113785 139 95.68 Chr1
35277695 35289769 12075 35277695 35280852 3158 35286611 35289769 3159 99.87 Chr1
35443188 35456625 13438 35443188 35446820 3633 35452989 35456625 3637 99.64 Chr1
35567106 35577477 10372 35567106 35567552 447 35577037 35577477 441 97.09 Chr1
35579616 35581203 1588 35579616 35579759 144 35581067 35581203 137 90.28 Chr1
35587731 35598643 10913 35587731 35588061 331 35598302 35598643 342 89.47 Chr1
35668090 35680642 12553 35668090 35669019 930 35679704 35680642 939 98.51 Chr1
35760121 35763824 3704 35760121 35760224 104 35763722 35763824 103 93.27 Chr1
36032799 36036680 3882 36032799 36033518 720 36035965 36036680 716 93.75 Chr1
36068255 36080268 12014 36068255 36068664 410 36079867 36080268 402 93.66 Chr1
36081346 36083983 2638 36081346 36081449 104 36083883 36083983 101 85.58 Chr1
36206070 36211890 5821 36206070 36206693 624 36211272 36211890 619 94.07 Chr1
36212704 36217985 5282 36212704 36213086 383 36217611 36217985 375 85.12 Chr1
36405679 36413524 7846 36405679 36406023 345 36413184 36413524 341 89.86 Chr1
36513256 36521303 8048 36513256 36513444 189 36521110 36521303 194 87.63 Chr1
36572894 36585388 12495 36572894 36576018 3125 36582266 36585388 3123 99.71 Chr1
36608622 36615730 7109 36608622 36608769 148 36615588 36615730 143 90.54 Chr1
36903547 36907522 3976 36903547 36903954 408 36907124 36907522 399 88.73 Chr1
36925178 36927152 1975 36925178 36925305 128 36927012 36927152 141 85.82 Chr1
37128132 37133007 4876 37128132 37128357 226 37132782 37133007 226 98.23 Chr1
37164113 37170345 6233 37164113 37164454 342 37170008 37170345 338 95.91 Chr1
37328525 37329779 1255 37328525 37328656 132 37329647 37329779 133 92.48 Chr1
37348054 37350824 2771 37348054 37348891 838 37349991 37350824 834 95.82 Chr1
37429060 37440072 11013 37429060 37429497 438 37439634 37440072 439 93.39 Chr1
37480033 37483940 3908 37480033 37480750 718 37483220 37483940 721 94.17 Chr1
37489562 37502481 12920 37489562 37490644 1083 37501394 37502481 1088 99.17 Chr1
37638219 37642911 4693 37638219 37638572 354 37642547 37642911 365 89.04 Chr1
37741424 37748052 6629 37741424 37741777 354 37747697 37748052 356 92.13 Chr1
37792006 37796910 4905 37792006 37792212 207 37796709 37796910 202 88.41 Chr1
37811839 37816628 4790 37811839 37812141 303 37816328 37816628 301 90.76 Chr1
37881108 37887080 5973 37881108 37881265 158 37886921 37887080 160 88.12 Chr1
38139485 38145290 5806 38139485 38139740 256 38145029 38145290 262 88.93 Chr1
38172654 38174665 2012 38172654 38173216 563 38174103 38174665 563 100.00 Chr1
38345513 38359036 13524 38345513 38346258 746 38358289 38359036 748 99.47 Chr1
38559612 38565456 5845 38559612 38559904 293 38565158 38565456 299 87.96 Chr1
38580954 38592239 11286 38580954 38581397 444 38591802 38592239 438 97.07 Chr1
38700307 38710896 10590 38700307 38700543 237 38710647 38710896 250 92.00 Chr1
38754691 38761235 6545 38754691 38754908 218 38761029 38761235 207 90.37 Chr1
38802503 38808944 6442 38802503 38802662 160 38808790 38808944 155 90.62 Chr1
38877129 38878263 1135 38877129 38877247 119 38878150 38878263 114 85.71 Chr1
38969806 38975618 5813 38969806 38970302 497 38975122 38975618 497 97.18 Chr1
39068719 39073666 4948 39068719 39069288 570 39073100 39073666 567 95.26 Chr1
39097398 39102443 5046 39097398 39097525 128 39102315 39102443 129 86.05 Chr1
39110630 39116183 5554 39110630 39110844 215 39115969 39116183 215 98.14 Chr1
39121159 39123233 2075 39121159 39121280 122 39123109 39123233 125 87.20 Chr1
39308204 39313359 5156 39308204 39308390 187 39313175 39313359 185 93.58 Chr1
39325342 39332537 7196 39325342 39325482 141 39332384 39332537 154 85.71 Chr1
39336545 39341461 4917 39336545 39336800 256 39341206 39341461 256 98.83 Chr1
39379758 39384565 4808 39379758 39380733 976 39383588 39384565 978 95.81 Chr1
39403042 39407757 4716 39403042 39403261 220 39407538 39407757 220 100.00 Chr1
39520320 39521660 1341 39520320 39520501 182 39521475 39521660 186 96.77 Chr1
39659334 39661397 2064 39659334 39659563 230 39661167 39661397 231 87.45 Chr1
39709831 39718099 8269 39709831 39710209 379 39717734 39718099 366 94.46 Chr1
39749685 39760756 11072 39749685 39750716 1032 39759722 39760756 1035 98.07 Chr1
40041747 40046154 4408 40041747 40041944 198 40045958 40046154 197 96.46 Chr1
40207986 40211387 3402 40207986 40208108 123 40211259 40211387 129 88.37 Chr1
40279803 40284594 4792 40279803 40279923 121 40284477 40284594 118 86.78 Chr1
40374497 40378442 3946 40374497 40375888 1392 40377051 40378442 1392 97.34 Chr1
40577900 40579426 1527 40577900 40578020 121 40579305 40579426 122 91.80 Chr1
40768277 40775739 7463 40768277 40768482 206 40775537 40775739 203 91.75 Chr1
40849448 40852317 2870 40849448 40849572 125 40852191 40852317 127 87.40 Chr1
40853070 40858187 5118 40853070 40853432 363 40857825 40858187 363 97.52 Chr1
41000528 41003649 3122 41000528 41000874 347 41003298 41003649 352 85.80 Chr1
41030618 41035988 5371 41030618 41031688 1071 41034918 41035988 1071 99.63 Chr1
41153975 41164100 10126 41153975 41154189 215 41163884 41164100 217 93.09 Chr1
41170353 41177320 6968 41170353 41170496 144 41177180 41177320 141 90.28 Chr1
41259454 41264102 4649 41259454 41259637 184 41263923 41264102 180 92.93 Chr1
41308999 41310742 1744 41308999 41309237 239 41310503 41310742 240 96.67 Chr1
41389660 41391808 2149 41389660 41389804 145 41391659 41391808 150 92.00 Chr1
41409813 41422654 12842 41409813 41410888 1076 41421579 41422654 1076 99.81 Chr1
41422820 41434470 11651 41422820 41425954 3135 41431329 41434470 3142 99.49 Chr1
41564518 41571628 7111 41564518 41564947 430 41571200 41571628 429 96.28 Chr1
41594799 41598783 3985 41594799 41595077 279 41598505 41598783 279 97.49 Chr1
41605064 41610579 5516 41605064 41605179 116 41610465 41610579 115 99.14 Chr1
41630077 41631278 1202 41630077 41630220 144 41631138 41631278 141 88.89 Chr1
41717474 41720408 2935 41717474 41717730 257 41720154 41720408 255 92.61 Chr1
41752712 41757630 4919 41752712 41753499 788 41756843 41757630 788 99.75 Chr1
41759013 41760312 1300 41759013 41759220 208 41760117 41760312 196 86.54 Chr1
41800532 41808473 7942 41800532 41802376 1845 41806625 41808473 1849 99.57 Chr1
41816295 41829480 13186 41816295 41816577 283 41829196 41829480 285 88.07 Chr1
41839378 41844765 5388 41839378 41839637 260 41844505 41844765 261 85.06 Chr1
41887165 41893165 6001 41887165 41887575 411 41892759 41893165 407 86.86 Chr1
41896906 41900433 3528 41896906 41897061 156 41900274 41900433 160 88.12 Chr1
41992088 41996675 4588 41992088 41992279 192 41996484 41996675 192 87.50 Chr1
42128549 42135947 7399 42128549 42128913 365 42135585 42135947 363 96.71 Chr1
42206366 42212297 5932 42206366 42206648 283 42212005 42212297 293 94.88 Chr1
42429765 42442006 12242 42429765 42429915 151 42441852 42442006 155 90.32 Chr1
42494114 42505768 11655 42494114 42495740 1627 42504137 42505768 1632 98.90 Chr1
42507645 42520521 12877 42507645 42510976 3332 42517193 42520521 3329 99.82 Chr1
42527481 42532073 4593 42527481 42527652 172 42531894 42532073 180 93.33 Chr1
42700175 42705012 4838 42700175 42700909 735 42704282 42705012 731 94.42 Chr1
42785988 42793753 7766 42785988 42786431 444 42793311 42793753 443 98.42 Chr1
42887770 42903183 15414 42887770 42888848 1079 42902105 42903183 1079 99.91 Chr1
42925644 42927348 1705 42925644 42925748 105 42927241 42927348 108 86.11 Chr1
42934067 42941561 7495 42934067 42934498 432 42941125 42941561 437 98.40 Chr1
43023146 43025384 2239 43023146 43023569 424 43024962 43025384 423 91.04 Chr1
43026345 43039302 12958 43026345 43027585 1241 43038060 43039302 1243 99.60 Chr1
43110684 43111923 1240 43110684 43110843 160 43111764 43111923 160 88.75 Chr1
43256448 43269331 12884 43256448 43257532 1085 43268246 43269331 1086 98.80 Chr1
138825 144680 5856 138825 139195 371 144310 144680 371 94.07 Chr2
320579 331916 11338 320579 321027 449 331472 331916 445 98.44 Chr2
460607 465567 4961 460607 460822 216 465350 465567 218 97.71 Chr2
483388 492416 9029 483388 483558 171 492243 492416 174 94.25 Chr2
1252064 1257546 5483 1252064 1252291 228 1257318 1257546 229 98.25 Chr2
1265286 1274975 9690 1265286 1265416 131 1274849 1274975 127 93.13 Chr2
1420827 1424894 4068 1420827 1421223 397 1424510 1424894 385 92.95 Chr2
1755166 1766547 11382 1755166 1755373 208 1766349 1766547 199 87.98 Chr2
1767932 1772818 4887 1767932 1768136 205 1772613 1772818 206 99.03 Chr2
1802032 1814985 12954 1802032 1803123 1092 1813897 1814985 1089 99.45 Chr2
2222682 2227117 4436 2222682 2223482 801 2226315 2227117 803 97.14 Chr2
3285224 3289629 4406 3285224 3285715 492 3289134 3289629 496 89.31 Chr2
3321501 3323093 1593 3321501 3321600 100 3322989 3323093 105 87.62 Chr2
3433921 3439688 5768 3433921 3434308 388 3439298 3439688 391 97.44 Chr2
3460424 3465909 5486 3460424 3460601 178 3465730 3465909 180 95.56 Chr2
3591843 3593009 1167 3591843 3591955 113 3592896 3593009 114 92.11 Chr2
3646146 3651101 4956 3646146 3646249 104 3650998 3651101 104 95.19 Chr2
3681180 3686055 4876 3681180 3681340 161 3685895 3686055 161 85.71 Chr2
3731742 3739336 7595 3731742 3731897 156 3739183 3739336 154 92.31 Chr2
3804282 3809991 5710 3804282 3804922 641 3809357 3809991 635 98.13 Chr2
3897342 3908645 11304 3897342 3897784 443 3908203 3908645 443 99.77 Chr2
3911179 3924050 12872 3911179 3912261 1083 3922970 3924050 1081 99.72 Chr2
4019863 4021270 1408 4019863 4019987 125 4021156 4021270 115 85.60 Chr2
4318403 4319630 1228 4318403 4318507 105 4319524 4319630 107 85.98 Chr2
4739995 4755119 15125 4739995 4740991 997 4754119 4755119 1001 94.71 Chr2
4786582 4793338 6757 4786582 4787143 562 4792775 4793338 564 87.41 Chr2
4796489 4800845 4357 4796489 4796595 107 4800740 4800845 106 92.52 Chr2
4825334 4830263 4930 4825334 4825791 458 4829800 4830263 464 86.21 Chr2
4982541 4996488 13948 4982541 4983179 639 4995852 4996488 637 93.58 Chr2
5427913 5439366 11454 5427913 5428475 563 5438801 5439366 566 97.17 Chr2
5555007 5566698 11692 5555007 5555275 269 5566435 5566698 264 88.48 Chr2
5777157 5779018 1862 5777157 5777276 120 5778902 5779018 117 85.00 Chr2
6002853 6008837 5985 6002853 6003115 263 6008586 6008837 252 91.63 Chr2
6216369 6219627 3259 6216369 6216554 186 6219439 6219627 189 87.83 Chr2
6352201 6355192 2992 6352201 6352453 253 6354941 6355192 252 93.68 Chr2
6553742 6556674 2933 6553742 6554446 705 6555978 6556674 697 97.87 Chr2
6645226 6649300 4075 6645226 6645394 169 6649127 6649300 174 88.51 Chr2
6768285 6774908 6624 6768285 6768430 146 6774768 6774908 141 89.04 Chr2
6860368 6866763 6396 6860368 6860853 486 6866277 6866763 487 99.79 Chr2

# Results from LTR_DETECTOR
465115 477981 12867 465115 466193 1079 476903 477981 1079 99 Chr1
487016 493922 6907 487016 487416 401 493523 493922 400 97 Chr1
939752 953845 14094 939752 940110 359 953485 953845 361 98 Chr1
944163 953170 9008 944163 944819 657 952514 953170 657 97 Chr1
973358 976402 3045 973358 973586 229 976182 976402 221 92 Chr1
2908913 2917721 8809 2908921 2909994 1074 2916648 2917721 1074 99 Chr1
5074038 5081581 7544 5074038 5074169 132 5081450 5081581 132 98 Chr1
5193518 5198235 4718 5193518 5194408 891 5197342 5198235 894 92 Chr1
5194586 5197584 2999 5194586 5194727 142 5197443 5197584 142 93 Chr1
7201748 7204972 3225 7201748 7202095 348 7204612 7204972 361 90 Chr1
8641926 8650176 8251 8641926 8645358 3433 8646744 8650176 3433 99 Chr1
8817887 8828183 10297 8817887 8818323 437 8827744 8828183 440 90 Chr1
8822534 8827751 5218 8822541 8822981 441 8827305 8827745 441 99 Chr1
8862565 8875550 12986 8862573 8863689 1117 8874431 8875549 1119 99 Chr1
8968728 8979545 10818 8968728 8969257 530 8979009 8979545 537 85 Chr1
8973518 8977953 4436 8973518 8974336 819 8977135 8977953 819 98 Chr1
9046037 9048262 2226 9046037 9046708 672 9047580 9048262 683 90 Chr1
9123996 9133677 9682 9123996 9125674 1679 9131882 9133677 1796 90 Chr1
9214582 9220980 6399 9214587 9215554 968 9220013 9220980 968 99 Chr1
9409128 9416726 7599 9409128 9409423 296 9416431 9416726 296 97 Chr1
9531581 9544429 12849 9531581 9532691 1111 9543322 9544429 1108 98 Chr1
9573919 9580411 6493 9573933 9574937 1005 9579437 9580411 975 89 Chr1
9619045 9624783 5739 9619045 9619440 396 9624387 9624783 397 96 Chr1
9778580 9792313 13734 9778580 9778719 140 9792171 9792313 143 86 Chr1
9826761 9832292 5532 9826761 9826921 161 9832132 9832292 161 93 Chr1
9826959 9832138 5180 9826969 9827226 258 9831863 9832133 271 88 Chr1
9835857 9847160 11304 9835857 9838657 2801 9844099 9847160 3062 88 Chr1
9956615 9961024 4410 9956615 9957389 775 9960251 9961024 774 95 Chr1
9989022 10001974 12953 9989025 9990285 1261 10000707 10001967 1261 98 Chr1
10030395 10042892 12498 10030395 10031396 1002 10041891 10042892 1002 98 Chr1
10070758 10077182 6425 10070758 10071244 487 10076696 10077182 487 99 Chr1
10145195 10150293 5099 10145195 10145452 258 10150033 10150293 261 87 Chr1
10322324 10333063 10740 10322324 10322491 168 10332895 10333063 169 89 Chr1
10411861 10426740 14880 10411861 10413177 1317 10425423 10426740 1318 97 Chr1
10428052 10432257 4206 10428052 10428374 323 10431928 10432248 321 85 Chr1
10537614 10548451 10838 10537614 10538600 987 10547463 10548451 989 94 Chr1
10569541 10577778 8238 10569546 10569987 442 10577332 10577773 442 99 Chr1
10731666 10742494 10829 10731666 10733573 1908 10740588 10742494 1907 96 Chr1
10756333 10763733 7401 10756333 10757536 1204 10762566 10763733 1168 88 Chr1
10784380 10797440 13061 10784380 10787332 2953 10794490 10797440 2951 99 Chr1
10852340 10864931 12592 10852351 10853377 1027 10863905 10864928 1024 97 Chr1
10951363 10957832 6470 10951371 10952340 970 10956843 10957823 981 94 Chr1
11123581 11128979 5399 11123581 11124674 1094 11127889 11128979 1091 99 Chr1
11141634 11152911 11278 11141634 11142072 439 11152474 11152911 438 96 Chr1
11300355 11307161 6807 11300359 11300805 447 11306707 11307155 449 99 Chr1
11308527 11316159 7633 11308529 11308824 296 11315860 11316156 297 95 Chr1
11381564 11393330 11767 11381564 11382420 857 11392463 11393330 868 92 Chr1
11521732 11525129 3398 11521732 11522122 391 11524739 11525129 391 95 Chr1
11830912 11839788 8877 11830912 11831547 636 11839130 11839788 659 92 Chr1
11841011 11845287 4277 11841014 11841721 708 11844565 11845272 708 95 Chr1
11885775 11893207 7433 11885775 11886217 443 11892765 11893207 443 99 Chr1
11928264 11939073 10810 11928264 11929780 1517 11937545 11939073 1529 93 Chr1
11947971 11951790 3820 11947971 11948362 392 11951400 11951790 391 96 Chr1
12007067 12018978 11912 12007080 12008031 952 12018015 12018966 952 98 Chr1
12014689 12018966 4278 12014689 12015040 352 12018615 12018966 352 98 Chr1
12040865 12051458 10594 12040865 12042997 2133 12049344 12051458 2115 96 Chr1
12068315 12075084 6770 12068324 12068773 450 12074621 12075083 463 89 Chr1
12165939 12172125 6187 12165946 12166488 543 12171569 12172111 543 93 Chr1
12195957 12199232 3276 12195957 12196138 182 12199051 12199232 182 96 Chr1
12228414 12236710 8297 12228414 12228624 211 12236503 12236710 208 86 Chr1
12311105 12314517 3413 12311105 12311367 263 12314255 12314517 263 90 Chr1
12379530 12387745 8216 12379530 12379933 404 12387339 12387745 407 88 Chr1
12409233 12414460 5228 12409233 12409441 209 12414252 12414460 209 99 Chr1
12434528 12438863 4336 12434528 12435418 891 12437972 12438863 892 97 Chr1
12438850 12452870 14021 12438859 12439075 217 12452649 12452865 217 93 Chr1
12454815 12466871 12057 12454829 12457939 3111 12463705 12466859 3155 97 Chr1
12531213 12542830 11618 12531213 12535603 4391 12538441 12542830 4390 99 Chr1
12551452 12564582 13131 12551452 12551617 166 12564417 12564582 166 89 Chr1
12598068 12610974 12907 12598068 12599163 1096 12609879 12610974 1096 99 Chr1
12718709 12724837 6129 12718709 12719129 421 12724417 12724837 421 99 Chr1
12734637 12742465 7829 12734637 12734792 156 12742310 12742465 156 85 Chr1
12791738 12802337 10600 12791744 12794911 3168 12799155 12802322 3168 99 Chr1
12860729 12867171 6443 12860729 12861692 964 12866193 12867171 979 98 Chr1
12899764 12904869 5106 12899764 12900093 330 12904540 12904869 330 99 Chr1
12909721 12914083 4363 12909732 12909848 117 12913953 12914069 117 90 Chr1
12948189 12960273 12085 12948189 12951350 3162 12957111 12960273 3163 99 Chr1
12990579 12996755 6177 12990579 12991439 861 12995895 12996755 861 99 Chr1
13012817 13026819 14003 13012817 13016153 3337 13023473 13026819 3347 99 Chr1
13028088 13041947 13860 13028088 13031813 3726 13038097 13041947 3851 95 Chr1
13043536 13051772 8237 13043536 13044353 818 13050958 13051772 815 95 Chr1
13056184 13070883 14700 13056184 13058517 2334 13068569 13070883 2315 91 Chr1
13061020 13068581 7562 13061025 13064078 3054 13065517 13068569 3053 99 Chr1
13076300 13089796 13497 13076300 13077111 812 13088985 13089796 812 97 Chr1
13110745 13117554 6810 13110758 13111197 440 13117107 13117544 438 92 Chr1
13126197 13129348 3152 13126197 13126510 314 13129035 13129348 314 92 Chr1
13179185 13191182 11998 13179185 13179448 264 13190921 13191182 262 96 Chr1
13220154 13235049 14896 13220154 13220715 562 13234489 13235049 561 95 Chr1
13447622 13453006 5385 13447622 13447949 328 13452679 13453006 328 97 Chr1
13459788 13469931 10144 13459788 13459966 179 13469753 13469931 179 95 Chr1
13494939 13505468 10530 13494939 13496099 1161 13504373 13505468 1096 90 Chr1
13618452 13622563 4112 13618452 13619175 724 13621840 13622563 724 92 Chr1
13624738 13635014 10277 13624753 13627391 2639 13632375 13635013 2639 99 Chr1
13643120 13651129 8010 13643120 13643405 286 13650845 13651129 285 93 Chr1
13737088 13747291 10204 13737088 13740259 3172 13744121 13747291 3171 99 Chr1
13862941 13875813 12873 13862941 13864021 1081 13874733 13875813 1081 99 Chr1
13953526 13955201 1676 13953530 13953940 411 13954788 13955198 411 99 Chr1
13997414 14009115 11702 13997426 13998773 1348 14007687 14009101 1415 87 Chr1
13997991 14008509 10519 13997991 13998248 258 14008252 14008509 258 98 Chr1
14089016 14094683 5668 14089016 14089417 402 14094285 14094683 399 96 Chr1
14150572 14161689 11118 14150572 14151841 1270 14160423 14161689 1267 89 Chr1
14252937 14262340 9404 14252937 14253119 183 14262151 14262340 190 86 Chr1
14322083 14324736 2654 14322092 14322386 295 14324441 14324729 289 87 Chr1
14335424 14338864 3441 14335424 14336536 1113 14337754 14338864 1111 94 Chr1
14451170 14464669 13500 14451170 14451588 419 14464251 14464669 419 93 Chr1
14490116 14502765 12650 14490131 14491248 1118 14501655 14502764 1110 98 Chr1
14523394 14526059 2666 14523394 14523706 313 14525747 14526059 313 86 Chr1
14534884 14543739 8856 14534884 14535514 631 14543089 14543738 650 92 Chr1
14650537 14659350 8814 14650537 14651907 1371 14658009 14659350 1342 94 Chr1
14660482 14672570 12089 14660486 14663641 3156 14669419 14672570 3152 99 Chr1
14711962 14721320 9359 14711962 14712605 644 14720654 14721320 667 88 Chr1
14840116 14850754 10639 14840116 14841142 1027 14849736 14850754 1019 91 Chr1
14844406 14849210 4805 14844406 14846078 1673 14847532 14849210 1679 88 Chr1
14870335 14876811 6477 14870335 14871330 996 14875831 14876811 981 97 Chr1
15036632 15049411 12780 15036632 15037862 1231 15048179 15049411 1233 98 Chr1
15207083 15209644 2562 15207083 15207396 314 15209327 15209644 318 85 Chr1
15218232 15222379 4148 15218246 15219475 1230 15221139 15222376 1238 96 Chr1
15241110 15251159 10050 15241110 15241391 282 15250878 15251159 282 99 Chr1
15242321 15253373 11053 15242321 15244936 2616 15250782 15253373 2592 98 Chr1
15301258 15307713 6456 15301258 15302229 972 15306730 15307713 984 97 Chr1
15407638 15410752 3115 15407638 15408100 463 15410296 15410752 457 88 Chr1
15516707 15529222 12516 15516707 15517746 1040 15528191 15529222 1032 97 Chr1
15537075 15541246 4172 15537075 15537616 542 15540705 15541246 542 94 Chr1
15597283 15605373 8091 15597283 15597725 443 15604931 15605373 443 99 Chr1
15610410 15616861 6452 15610410 15610964 555 15616306 15616860 555 95 Chr1
15638981 15644456 5476 15638981 15640293 1313 15643136 15644456 1321 88 Chr1
15695649 15701900 6252 15695649 15697764 2116 15699729 15701900 2172 88 Chr1
15714203 15724152 9950 15714203 15714592 390 15723760 15724152 393 87 Chr1
15748321 15752595 4275 15748321 15748951 631 15751966 15752595 630 99 Chr1
15798342 15804578 6237 15798342 15798448 107 15804468 15804578 111 94 Chr1
15823269 15830282 7014 15823269 15823630 362 15829921 15830282 362 96 Chr1
15864700 15876640 11941 15864700 15867697 2998 15873641 15876640 3000 99 Chr1
15982143 15989634 7492 15982143 15983382 1240 15988486 15989634 1149 89 Chr1
16040677 16045655 4979 16040686 16041415 730 16044923 16045652 730 96 Chr1
16073807 16076682 2876 16073813 16073947 135 16076533 16076668 136 88 Chr1
16159383 16172130 12748 16159383 16160501 1119 16171011 16172130 1120 99 Chr1
16176197 16187655 11459 16176197 16177404 1208 16186480 16187655 1176 90 Chr1
16188328 16194573 6246 16188328 16189354 1027 16193547 16194573 1027 95 Chr1
16196019 16199550 3532 16196019 16196526 508 16199041 16199550 510 96 Chr1
16211893 16224362 12470 16211893 16215000 3108 16221255 16224362 3108 99 Chr1
16234961 16244116 9156 16234961 16235559 599 16243506 16244116 611 90 Chr1
16246569 16251116 4548 16246575 16246755 181 16250931 16251111 181 94 Chr1
16268969 16278417 9449 16268969 16271710 2742 16275649 16278417 2769 98 Chr1
16307565 16311963 4399 16307565 16308358 794 16311181 16311963 783 97 Chr1
16338600 16342718 4119 16338600 16339114 515 16342197 16342718 522 92 Chr1
16394131 16397483 3353 16394131 16394330 200 16397284 16397483 200 92 Chr1
16399672 16413864 14193 16399680 16400245 566 16413289 16413854 566 95 Chr1
16437134 16442439 5306 16437149 16437448 300 16442141 16442436 296 94 Chr1
16502857 16511595 8739 16502872 16503320 449 16511167 16511588 422 92 Chr1
16526148 16531485 5338 16526155 16526628 474 16531011 16531484 474 94 Chr1
16533418 16547346 13929 16533418 16534038 621 16546746 16547346 601 92 Chr1
16574110 16586632 12523 16574110 16575199 1090 16585538 16586632 1095 97 Chr1
16600424 16606821 6398 16600424 16601363 940 16605856 16606821 966 91 Chr1
16618242 16629888 11647 16618253 16621376 3124 16626750 16629873 3124 98 Chr1
16655355 16659431 4077 16655355 16656393 1039 16658394 16659431 1038 96 Chr1
16673346 16678891 5546 16673346 16673762 417 16678471 16678891 421 93 Chr1
16748048 16753403 5356 16748048 16748721 674 16752741 16753403 663 90 Chr1
16753816 16757218 3403 16753818 16754789 972 16756227 16757209 983 95 Chr1
16759729 16767493 7765 16759729 16760638 910 16766583 16767492 910 98 Chr1
16770066 16781814 11749 16770078 16771026 949 16780865 16781812 948 97 Chr1
16784781 16788705 3925 16784788 16786157 1370 16787337 16788697 1361 94 Chr1
16799467 16802937 3471 16799477 16800073 597 16802331 16802927 597 96 Chr1
16803516 16808823 5308 16803516 16804130 615 16808209 16808823 615 92 Chr1
16810603 16814437 3835 16810603 16811199 597 16813841 16814437 597 99 Chr1
16812981 16815972 2992 16812981 16813941 961 16815037 16815969 933 92 Chr1
16816703 16820999 4297 16816703 16818769 2067 16818933 16820999 2067 99 Chr1
16830596 16834245 3650 16830608 16831004 397 16833848 16834242 395 92 Chr1
16837804 16847192 9389 16837804 16838214 411 16846781 16847192 412 96 Chr1
16838216 16843365 5150 16838216 16839074 859 16842507 16843365 859 98 Chr1
16862687 16866009 3323 16862687 16863404 718 16865292 16866009 718 99 Chr1
16866445 16878647 12203 16866445 16867255 811 16877819 16878647 829 87 Chr1
16884197 16890604 6408 16884197 16884476 280 16890323 16890604 282 96 Chr1
16885336 16890336 5001 16885349 16886708 1360 16888964 16890323 1360 99 Chr1
16898416 16901720 3305 16898424 16899221 798 16900914 16901707 794 89 Chr1
16910425 16914137 3713 16910425 16911288 864 16913274 16914137 864 98 Chr1
16920579 16923409 2831 16920579 16921086 508 16922902 16923409 508 92 Chr1
16942319 16945236 2918 16942319 16943018 700 16944530 16945236 707 95 Chr1
16947844 16951989 4146 16947856 16948252 397 16951592 16951986 395 92 Chr1
16962011 16972375 10365 16962011 16962933 923 16971472 16972375 904 91 Chr1
