SeqID	Retrotransposon	Left_LTR	Right_LTR			Left_TSD	Right_TSD	Polypurine Tract			TG	CA
Start	End	Start	End	Start	End	ID	Start	End	Start	End	Start	End	Strand	Purine%	Start	End
Chr1	41422816	41434465	41422816	41425947	41431334	41434465	99	---	---	---	---	41426098	41426113	-	81	41422817	41434463
Chr1	41549770	41553195	41549781	41550233	41552722	41553189	85	41549765	41549769	41553196	41553200	41550289	41550310	-	72	41549774	41553176
Chr1	41564637	41572243	41564637	41565595	41571322	41572243	86	---	---	---	---	41565767	41565824	-	72	---	---
Chr1	41592218	41598475	41592218	41593403	41597291	41598475	96	---	---	---	---	41593534	41593563	-	70	41592227	41598458
Chr1	41594764	41598783	41594764	41595077	41598481	41598783	93	---	---	---	---	41598443	41598479	+	91	41594774	41598777
Chr1	41605063	41610579	41605063	41605179	41610464	41610579	98	---	---	---	---	41610308	41610329	+	81	41605064	41610564
Chr1	41717473	41720551	41717473	41717862	41720153	41720551	89	---	---	---	---	41720087	41720128	+	71	41717474	41720535
Chr1	41752711	41757630	41752711	41753499	41756842	41757630	99	---	---	---	---	41756698	41756719	+	72	41752711	41757628
Chr1	41816294	41829479	41816294	41816577	41829195	41829479	88	---	---	---	---	41816823	41816850	-	82	---	---
Chr1	41839296	41844783	41839309	41839637	41844437	41844770	85	41839291	41839295	41844784	41844788	41839787	41839799	-	76	---	---
Chr1	41992078	41996684	41992078	41992279	41996483	41996684	96	---	---	---	---	---	---	0	--	---	---
Chr1	42128544	42135953	42128544	42128913	42135584	42135953	99	---	---	---	---	42129122	42129163	-	71	42128555	42135934
Chr1	42206335	42212852	42206335	42207267	42211971	42212852	85	---	---	---	---	42207492	42207503	-	83	42206340	42212851
Chr1	42493841	42507513	42493843	42497486	42503856	42507511	98	42493835	42493840	42507514	42507519	42497777	42497805	-	79	42493843	42507511
Chr1	42507644	42520521	42507644	42510973	42517192	42520521	99	---	---	---	---	42511038	42511061	-	79	42507644	42520518
Chr1	42527474	42532199	42527474	42527774	42531893	42532199	93	---	---	---	---	---	---	0	--	42527479	42532197
Chr1	42700180	42705348	42700180	42701215	42704281	42705348	87	---	---	---	---	42704128	42704151	+	75	42700185	42705339
Chr1	42785979	42793761	42785987	42786429	42793310	42793752	98	42785973	42785978	42793762	42793767	42786496	42786524	-	72	42785987	42793750
Chr1	42887769	42892704	42887769	42890008	42890465	42892704	99	---	---	---	---	---	---	0	--	42887770	42892694
Chr1	42895593	42900974	42895593	42896676	42899892	42900974	99	---	---	---	---	42896781	42896796	-	75	42895593	42900972
Chr1	42934066	42941562	42934066	42934507	42941124	42941562	98	---	---	---	---	42934574	42934602	-	72	42934077	42941560
Chr1	42991881	43004710	42991881	42992962	43003629	43004710	99	---	---	---	---	42993421	42993496	-	81	42991881	43004708
Chr2	1252061	1257547	1252061	1252291	1257317	1257547	99	---	---	---	---	1252342	1252357	-	75	---	---
Chr2	1265287	1275469	1265287	1265914	1274848	1275469	89	---	---	---	---	1266133	1266165	-	81	---	---
Chr2	1266105	1270955	1266105	1266335	1270712	1270950	88	1266100	1266104	1270956	1270960	1266417	1266433	-	70	1266108	1270940
Chr2	1421145	1427259	1421145	1423598	1424825	1427259	87	---	---	---	---	1423642	1423698	-	77	---	---
Chr2	3897341	3908645	3897341	3897784	3908202	3908645	99	---	---	---	---	3897796	3897825	-	70	3897341	3908643
Chr2	3911178	3924052	3911178	3912261	3922969	3924052	99	---	---	---	---	3912742	3912779	-	86	3911178	3924047
Chr2	4736723	4751183	4736723	4736889	4751008	4751183	85	---	---	---	---	4750735	4750770	+	91	4736730	4751165
Chr2	6552990	6556678	6552990	6554446	6555237	6556678	94	---	---	---	---	6554461	6554478	-	83	6553001	6556673
Chr2	6854136	6858543	6854136	6854382	6858291	6858543	85	---	---	---	---	6854456	6854471	-	81	6854146	6858539
Chr2	6860366	6866763	6860366	6860853	6866276	6866763	99	---	---	---	---	6866004	6866043	+	70	6860368	6866761
